year,state,Auto,Bus,Truck,Motorcycle
1935,New Mexico,74752,375,19724,263
1935,New York,2023872,7175,327882,11581
1935,North Carolina,400335,449,73743,1427
1935,North Dakota,135606,71,29681,242
1935,Ohio,1546995,0,184742,7442
1935,Oklahoma,418380,2307,87591,977
1935,Oregon,252331,593,46412,1395
1935,Pennsylvania,1516448,5538,242928,10134
1935,Rhode Island,130171,500,19377,810
1935,South Carolina,205805,1156,33060,766
1935,South Dakota,152701,60,28415,342
1935,Tennessee,310520,1312,47786,1261
1935,Texas,1127155,754,270135,3788
1935,Utah,88400,463,19470,450
1935,Vermont,72594,102,9891,576
1935,Virginia,326944,553,65383,2079
1935,Washington,386510,662,75850,1679
1935,West Virginia,214093,644,38931,1136
1935,Wisconsin,624826,541,137557,2840
1935,Wyoming,55754,0,15569,204
1936,Alabama,244237,3243,54227,861
1936,Alaska,0,0,0,0
1936,Arizona,95314,379,23183,391
1936,Arkansas,169447,310,50355,433
1936,California,2063580,0,291853,10900
1936,Colorado,265308,0,55010,1110
1936,Connecticut,338531,980,62836,2173
1936,Delaware,49849,0,10939,335
1936,District of Columbia,162584,1197,19829,963
1936,Florida,322860,1555,68664,1153
1936,Georgia,336968,2161,77130,1045
1936,Hawaii,0,0,0,0
1936,Idaho,107516,125,27752,480
1936,Illinois,1458153,0,212657,5943
1936,Indiana,768120,7395,135955,3534
2017,Nevada,,,,
1936,Iowa,645596,312,88452,2133
1936,Kansas,491913,300,95006,726
1936,Kentucky,321328,598,56033,905
1936,Louisiana,228276,2808,77420,850
1936,Maine,151168,152,42759,1005
1936,Maryland,324279,949,56532,1499
1936,Massachusetts,710601,4825,108065,1338
1936,Michigan,1237712,0,151151,3251
1936,Minnesota,670109,264,119681,1902
1936,Mississippi,159720,3480,42216,200
1936,Missouri,682583,454,132897,1644
1936,Montana,128543,0,41520,416
1936,Nebraska,353550,262,62802,964
1936,Nevada,30955,129,8541,124
1936,New Hampshire,97503,305,25478,969
1936,New Jersey,812072,5218,136790,5345
1936,New Mexico,86436,479,24589,300
1936,New York,2133785,7575,340932,11263
1936,North Carolina,436486,585,80134,1297
1936,North Dakota,137815,68,30690,251
1936,Ohio,1608213,0,187583,7923
1936,Oklahoma,440387,2473,96193,1058
1936,Oregon,279361,693,58892,1426
1936,Pennsylvania,1626730,5705,256056,12041
1936,Rhode Island,140467,482,19743,771
1936,South Carolina,243173,1366,38873,841
1936,South Dakota,158633,72,29787,420
1936,Tennessee,329806,1566,57490,1348
1936,Texas,1194198,834,299943,3970
1936,Utah,97253,651,21455,480
1936,Vermont,75403,115,9858,543
1936,Virginia,353905,721,70429,1974
1936,Washington,421586,729,86501,1986
1936,West Virginia,237599,619,47227,1202
1936,Wisconsin,691534,484,152837,3153
1936,Wyoming,61517,0,16666,229
1937,Alabama,254703,3604,60451,1035
1937,Alaska,0,0,0,0
1937,Arizona,106664,773,25898,457
1937,Arkansas,174975,1050,58264,534
1937,California,2192749,8,320664,12424
1937,Colorado,281851,1069,58797,1338
1937,Connecticut,368827,1060,70872,2227
1937,Delaware,53513,0,11268,307
1937,District of Columbia,164765,1381,20346,945
1937,Florida,347588,1610,75373,1439
1937,Georgia,362311,2631,83292,1134
1937,Hawaii,0,0,0,0
1937,Idaho,113975,271,30612,575
1937,Illinois,1555932,6,224015,6515
1937,Indiana,816551,7561,138814,4246
1937,Iowa,659174,322,92531,2370
1937,Kansas,494448,349,97471,998
1937,Kentucky,345718,574,63334,1081
1937,Louisiana,244909,3079,81736,919
1937,Maine,158133,221,44972,914
1937,Maryland,333150,986,56643,1606
1937,Massachusetts,738964,4922,109879,1181
1937,Michigan,1362643,4,158125,4096
1937,Minnesota,705450,284,123810,2084
1937,Mississippi,171049,2842,56150,235
1937,Missouri,702874,459,139089,1736
1937,Montana,134561,4,42679,457
1937,Nebraska,351287,333,64415,1027
1937,Nevada,32658,231,8930,121
1939,Delaware,57002,0,11930,280
1937,New Hampshire,100135,275,26615,964
1937,New Jersey,860485,5376,140400,5250
1937,New Mexico,91305,520,29060,377
1937,New York,2232748,9300,348540,11459
1937,North Carolina,451584,708,85893,1451
1937,North Dakota,141288,105,33079,262
1937,Ohio,1699274,8157,189531,8210
1937,Oklahoma,447815,2512,105160,1156
1937,Oregon,300910,721,64996,1562
1937,Pennsylvania,1738776,5921,260771,12241
1937,Rhode Island,148682,438,20048,830
1937,South Carolina,250294,1461,49546,969
1937,South Dakota,156323,213,30351,433
1937,Tennessee,342104,1578,65505,1474
1937,Texas,1239294,4247,326125,4189
1937,Utah,105426,946,23052,538
1937,Vermont,79712,105,10196,491
1937,Virginia,373224,872,74290,2038
1937,Washington,452253,2417,89987,2242
1937,West Virginia,247245,722,48742,1232
1937,Wisconsin,714066,898,149537,3512
1937,Wyoming,64864,4,18679,295
1938,Alabama,244873,3433,56512,963
1938,Alaska,0,0,0,0
1938,Arizona,106283,721,26207,479
1938,Arkansas,168146,1253,55724,549
1938,California,2218662,5,322847,13034
1938,Colorado,277669,1117,59109,1278
1938,Connecticut,370180,1029,73511,2178
1938,Delaware,53775,0,11437,293
1938,District of Columbia,148376,1125,15551,788
1938,Florida,352668,2480,74390,1679
1938,Georgia,358124,2612,77736,1404
1938,Hawaii,0,0,0,0
1938,Idaho,110080,268,30555,559
1938,Illinois,1566665,4,226170,6867
1938,Indiana,795925,7550,126671,4753
1938,Iowa,652018,311,94943,2630
1938,Kansas,477367,348,102062,1093
1938,Kentucky,351157,592,67878,1225
1938,Louisiana,248016,3062,81280,1096
1938,Maine,154343,254,44582,870
1938,Maryland,340200,1013,57915,1481
1938,Massachusetts,736070,4742,110748,776
1938,Michigan,1272971,4,152318,4311
1938,Minnesota,706301,255,121692,2236
1938,Mississippi,161681,2709,54587,319
1938,Missouri,704378,519,138987,1807
1938,Montana,130993,3,44438,456
1938,Nebraska,342795,280,67703,1179
1938,Nevada,30989,234,8528,119
1938,New Hampshire,97788,250,27514,897
1938,New Jersey,868086,5073,140326,5326
1938,New Mexico,90177,479,28915,398
1938,New York,2258556,9682,345850,11508
1938,North Carolina,462680,5707,82344,1708
1938,North Dakota,141422,104,34167,296
1938,Ohio,1656882,7130,186546,9655
1938,Oklahoma,440747,2212,100906,1104
1938,Oregon,298839,657,64502,1535
1938,Pennsylvania,1731698,5359,260314,11811
1938,Rhode Island,149732,411,20374,810
1938,South Carolina,246136,1480,46132,1162
1938,South Dakota,152485,234,30182,450
1938,Tennessee,337634,2084,68076,1504
1938,Texas,1233855,4867,328850,4433
1938,Utah,106969,896,22082,484
1938,Vermont,78447,95,9775,450
1938,Virginia,375834,1052,72210,1978
1938,Washington,441472,2425,88824,2216
1938,West Virginia,231920,613,49383,1282
1938,Wisconsin,704741,927,145256,3711
1938,Wyoming,63672,4,18968,281
1939,Alabama,263963,3740,63684,1019
1939,Alaska,0,0,0,0
1939,Arizona,107990,686,27349,461
1939,Arkansas,181090,1506,62645,579
1939,California,2304477,24,335283,14536
1939,Colorado,286680,1129,60957,1363
1939,Connecticut,387632,1168,76353,2330
1939,District of Columbia,150740,1216,15064,786
1939,Florida,378191,2079,77943,1809
1939,Georgia,386477,2717,87310,1625
1939,Hawaii,0,0,0,0
1939,Idaho,122136,389,34230,624
1939,Illinois,1625493,4,236996,7256
1939,Indiana,824987,7855,136011,5405
1939,Iowa,673162,390,100429,2838
1939,Kansas,476735,394,103334,1266
1939,Kentucky,368366,671,73847,1279
1939,Louisiana,262501,3169,80726,1344
1939,Maine,157938,288,45397,844
1939,Maryland,365715,1054,62422,1625
1939,Massachusetts,762451,4822,113216,950
1939,Michigan,1329490,894,159727,4645
1939,Minnesota,722228,566,125459,2343
1939,Mississippi,186227,1519,60566,455
1939,Missouri,736375,595,147506,2317
1939,Montana,136798,30,48290,504
1939,Nebraska,344324,319,66551,1303
1939,Nevada,32905,241,9134,148
1939,New Hampshire,102600,235,29711,821
1939,New Jersey,893365,4984,142363,5372
1939,New Mexico,92546,488,30477,420
1939,New York,2322866,10774,353446,13017
1939,North Carolina,488097,5943,93400,1799
1939,North Dakota,142770,180,35114,286
1939,Ohio,1707927,6829,194895,9381
1939,Oklahoma,457783,2229,105004,1147
1939,Oregon,308056,642,67774,1709
1939,Pennsylvania,1803943,5479,266595,12242
1939,Rhode Island,155436,453,20849,841
1939,South Carolina,269655,2268,48637,1021
1939,South Dakota,159477,278,32224,464
1939,Tennessee,357032,2192,74612,1760
1939,Texas,1284934,5373,348865,4969
1939,Utah,111596,898,23579,539
1939,Vermont,81251,96,10441,483
1939,Virginia,391861,1154,75430,2387
1939,Washington,451554,2590,91462,2354
1939,West Virginia,239216,690,52491,1281
1939,Wisconsin,706994,924,152156,3695
1939,Wyoming,65339,121,19387,311
1940,Alabama,274382,3895,68207,1069
1940,Alaska,0,0,0,0
1940,Arizona,114216,711,28445,586
1940,Arkansas,191192,1608,68596,642
1940,California,2460236,58,347436,17177
1940,Colorado,293684,1169,63415,1392
1940,Connecticut,418212,1177,78801,2370
1940,Delaware,60426,0,12304,359
1940,District of Columbia,147709,1382,15512,836
1940,Florida,415367,2519,85005,1966
1940,Georgia,413541,3731,93156,2242
1940,Hawaii,0,0,0,0
1940,Idaho,130024,436,36537,665
1940,Illinois,1708190,7,231161,7841
1940,Indiana,858734,7622,142569,5583
1940,Iowa,692493,388,109923,2977
1940,Kansas,481687,238,107059,1320
1940,Kentucky,388347,773,80633,1629
1940,Louisiana,282959,3142,85913,1432
1940,Maine,162359,314,46124,849
1940,Maryland,385422,1145,62202,1901
1940,Massachusetts,792572,4893,116098,1065
1940,Michigan,1404948,852,165472,4920
1940,Minnesota,747665,1494,130131,2641
1940,Mississippi,197440,1615,64959,403
1940,Missouri,769869,3436,156224,2457
1940,Montana,144120,9,51886,536
1940,Nebraska,348102,323,68264,1374
1940,Nevada,35571,184,9946,147
1940,New Hampshire,105282,288,31201,764
1940,New Jersey,949612,5214,145493,5535
1940,New Mexico,95704,1274,31156,439
1940,New York,2407054,10012,358271,12229
1940,North Carolina,506215,6312,94790,1967
1940,North Dakota,146145,190,37604,271
1940,Ohio,1733024,7086,201589,11922
1940,Oklahoma,469507,2802,111988,1271
1940,Oregon,327360,696,72873,1847
1940,Pennsylvania,1884019,5741,278529,12180
1940,Rhode Island,166901,454,21984,875
1940,South Carolina,290261,2237,50795,1062
1940,South Dakota,163793,303,34307,586
1940,Tennessee,380210,2154,78819,1651
1940,Texas,1346657,5770,363489,5505
1940,Utah,117703,974,24578,602
1940,Vermont,84182,95,10504,450
1940,Virginia,425401,1234,82052,2505
1940,Washington,475315,3082,94670,2732
1940,West Virginia,252295,750,56186,1424
1940,Wisconsin,752473,1205,159062,3826
1940,Wyoming,67246,151,20344,380
1941,Alabama,332069,4292,79675,1400
1941,Alaska,0,0,0,0
1941,Arizona,118617,694,30129,574
1941,Arkansas,213066,1682,79783,742
1941,California,2620978,4332,371465,19400
1941,Colorado,307795,1224,62421,1310
1941,Connecticut,472301,1296,82241,2607
1941,Delaware,64865,352,12513,396
1941,District of Columbia,159912,1665,15438,796
1941,Florida,460585,2711,90695,2180
1941,Georgia,461815,4045,100352,1951
1941,Hawaii,0,0,0,0
1941,Idaho,135027,424,38903,608
1941,Illinois,1825652,2718,234514,7673
1941,Indiana,930695,6474,150479,6348
1941,Iowa,717321,501,116281,2843
1941,Kansas,504886,678,113646,1418
1941,Kentucky,416194,930,86657,1315
1941,Louisiana,347644,3549,86021,1796
1941,Maine,176872,450,47997,821
1941,Maryland,430323,1182,66493,2196
1941,Massachusetts,852708,5132,115841,1194
1941,Michigan,1544664,994,162990,5071
1941,Minnesota,774059,1496,134720,2594
1941,Mississippi,221964,1878,75205,482
1941,Missouri,821682,3761,167062,2476
1941,Montana,148251,362,55509,523
1941,Nebraska,355036,375,72098,1321
1941,Nevada,38846,207,10815,178
1941,New Hampshire,110299,319,32217,746
1941,New Jersey,1024345,5448,148645,6066
1941,New Mexico,97923,1314,33676,440
1941,New York,2518055,11467,362679,12321
1941,North Carolina,565168,6875,106479,1910
1941,North Dakota,152396,169,42029,230
1941,Ohio,1923544,9071,210752,9932
1941,Oklahoma,478950,2808,119610,1211
1941,Oregon,355469,697,79945,1887
1941,Pennsylvania,2016962,6494,285612,14093
1941,Rhode Island,178359,509,21875,976
1941,South Carolina,336100,2716,57207,1300
1941,South Dakota,168166,342,37157,457
1941,Tennessee,428077,3082,89279,1856
1941,Texas,1445003,6298,382061,5069
1941,Utah,126290,940,26292,565
1941,Vermont,87399,111,10340,444
1941,Virginia,485835,1765,91519,2946
1941,Washington,522863,3555,101393,2608
1941,West Virginia,282051,859,59830,1400
1941,Wisconsin,795590,1367,169667,3885
1941,Wyoming,71598,143,21905,296
1942,Alabama,290498,5011,69361,2141
1942,Alaska,0,0,0,0
1942,Arizona,114571,777,30415,716
1942,Arkansas,213592,1939,78001,882
1942,California,2583340,4890,355034,21304
1942,Colorado,297616,1264,66785,1591
1942,Connecticut,485272,1609,68412,3640
1942,Delaware,55603,350,11346,366
1942,District of Columbia,145306,3014,13690,544
1942,Florida,419917,3314,86538,2754
1942,Georgia,444878,4150,97240,2647
1942,Hawaii,0,0,0,0
1942,Idaho,122415,481,37549,586
1942,Illinois,1748807,3346,232569,9243
1942,Indiana,901037,8523,145040,8394
1942,Iowa,658422,476,110289,2893
1942,Kansas,505943,828,119423,2211
1942,Kentucky,384159,1188,82397,1582
1942,Louisiana,338292,3494,77262,2188
1942,Maine,158275,620,44348,1032
1942,Maryland,427881,1412,64893,3019
1942,Massachusetts,800919,5506,115352,2110
1942,Michigan,1457398,1687,156657,5632
1942,Minnesota,722648,1593,128142,2689
1942,Mississippi,185603,2159,65704,760
1942,Missouri,796375,4270,161432,3446
1942,Montana,129594,788,49945,477
1942,Nebraska,347248,640,73797,1557
1942,Nevada,40506,209,11473,205
1942,New Hampshire,96621,458,32239,835
1942,New Jersey,968747,6071,148968,7211
1942,New Mexico,86803,1322,31413,460
1942,New York,2264534,11997,341612,13743
1942,North Carolina,534334,7397,103780,2735
1942,North Dakota,142553,188,43166,208
1942,Ohio,1870953,10327,204222,13625
1942,Oklahoma,436862,4996,114900,1549
1942,Oregon,343797,992,79847,2190
1942,Pennsylvania,1894230,4850,279257,15341
1942,Rhode Island,167222,627,22137,1296
1942,South Carolina,280050,3216,53439,2246
1942,South Dakota,154872,352,36929,456
1942,Tennessee,391342,3903,82986,2027
1942,Texas,1320882,6379,309802,6674
1942,Utah,129279,974,27011,633
1942,Vermont,79152,145,10082,518
1942,Virginia,464622,1541,89803,3824
1942,Washington,517068,4106,100333,2726
1942,West Virginia,248275,1111,54196,1642
1942,Wisconsin,737406,1329,153792,3965
1942,Wyoming,67118,138,21854,305
1943,Alabama,287378,4965,71920,1843
1943,Alaska,0,0,0,0
1943,Arizona,110246,815,30291,769
1943,Arkansas,196189,2719,73984,1012
1943,California,2431216,5456,350605,20757
1943,Colorado,277559,1352,70139,1473
1943,Connecticut,445613,2274,66925,3157
1943,Delaware,54977,450,11533,339
1943,District of Columbia,119211,2312,16605,653
1943,Florida,384312,3527,87477,2940
1943,Georgia,421497,3775,94513,2472
1943,Hawaii,0,0,0,0
1943,Idaho,113506,483,38041,510
1943,Illinois,1593433,3333,219653,8247
1943,Indiana,850068,8518,138843,8649
1943,Iowa,615437,2611,102716,2715
1943,Kansas,487657,905,118574,2323
1943,Kentucky,364603,2859,76896,1567
1943,Louisiana,317184,3304,73750,1964
1943,Maine,145937,909,44273,768
1943,Maryland,403806,1626,63725,2890
1943,Massachusetts,720293,4294,109543,1769
1943,Michigan,1379523,5203,151332,5137
1943,Minnesota,664282,1742,119293,2613
1943,Mississippi,182054,2255,66327,565
1943,Missouri,728020,4389,149592,2886
1943,Montana,116310,809,47818,398
1943,Nebraska,335065,705,72053,1431
1943,Nevada,40877,206,10821,189
1943,New Hampshire,84667,517,30207,665
1943,New Jersey,870859,6271,144887,5923
1943,New Mexico,80856,1334,29055,409
1943,New York,1957379,11739,319319,11273
1943,North Carolina,506485,7736,101369,3213
1943,North Dakota,135367,161,45498,163
1943,Ohio,1782690,9826,195807,11802
1943,Oklahoma,405225,5398,105850,1395
1943,Oregon,333480,1941,79799,1932
1943,Pennsylvania,1706689,7251,269265,12750
1943,Rhode Island,151870,716,20656,1165
1943,South Carolina,278245,3422,52779,1855
1943,South Dakota,147646,317,36677,393
1943,Tennessee,374011,4736,75790,1941
1943,Texas,1275068,6145,298013,6726
1943,Utah,132902,965,27436,557
1943,Vermont,71403,149,10293,393
1943,Virginia,432672,3742,86643,3505
1943,Washington,503221,3625,99821,2486
1943,West Virginia,225019,2224,54741,1275
1943,Wisconsin,704214,1734,144023,3613
1943,Wyoming,62852,579,21567,296
1944,Alabama,284545,5180,73530,2658
1944,Alaska,0,0,0,0
1944,Arizona,110845,788,30204,885
1944,Arkansas,190667,2791,76534,967
1944,California,2451569,6033,360938,23646
1944,Colorado,264044,1451,70687,1690
1944,Connecticut,431663,2203,65586,2968
1944,Delaware,56033,442,12409,419
1944,District of Columbia,110010,2121,15128,662
1944,Florida,404662,3029,91305,3773
1944,Georgia,425196,4335,98684,2845
1944,Hawaii,0,0,0,0
1944,Idaho,112458,467,38015,473
1944,Illinois,1519217,3278,214930,8381
1944,Indiana,806018,7562,137629,9787
1944,Iowa,597757,2161,103980,2914
1944,Kansas,477009,984,121157,2585
1944,Kentucky,356501,2950,79241,1708
1944,Louisiana,326000,3320,75858,2454
1944,Maine,148735,1097,46783,915
1944,Maryland,395909,1580,59091,2908
1944,Massachusetts,720990,5017,108893,1815
1944,Michigan,1340246,5212,152835,5550
1944,Minnesota,640944,2907,118714,2931
1944,Mississippi,188749,2928,70703,840
1944,Missouri,687360,4007,146570,2780
1944,Montana,111461,787,48990,401
1944,Nebraska,327524,779,73533,1455
1944,Nevada,37574,201,10587,179
1944,New Hampshire,88912,595,31343,650
1944,New Jersey,854383,6006,142449,5919
1944,New Mexico,82852,1484,29531,499
1944,New York,1964988,11402,300136,11005
1944,North Carolina,503560,7582,100007,3381
1944,North Dakota,133826,194,48092,191
1944,Ohio,1698059,9599,194149,12895
1944,Oklahoma,392813,4083,106239,1939
1944,Oregon,333429,1938,82174,2155
1944,Pennsylvania,1645144,7630,275300,11745
1944,Rhode Island,152044,735,21087,1152
1944,South Carolina,283790,3040,55315,2007
1944,South Dakota,143255,400,37336,378
1944,Tennessee,377612,2872,79015,2114
1944,Texas,1269654,6275,297573,7495
1944,Utah,127765,922,27812,545
1944,Vermont,74179,139,10927,391
1944,Virginia,446070,3747,88923,4407
1944,Washington,507741,3942,102370,2714
1944,West Virginia,219559,2450,58986,1337
1944,Wisconsin,681420,3388,147892,3877
1944,Wyoming,61723,559,21080,290
1945,Alabama,280701,5047,80221,3219
1945,Alaska,0,0,0,0
1945,Arizona,114537,889,32405,1209
1945,Arkansas,196028,2994,80225,1277
1945,California,2500939,6617,386003,28585
1945,Colorado,271120,1471,75618,2111
1945,Connecticut,435722,2238,72303,3111
1945,Delaware,58594,405,10170,433
1945,District of Columbia,96474,2174,15418,738
1945,Florida,422255,3460,100070,5390
1945,Georgia,420046,4484,106242,3541
1945,Hawaii,0,0,0,0
1945,Idaho,112465,408,41029,583
1945,Illinois,1508834,3397,222021,8834
1945,Indiana,831067,7843,151419,11488
1945,Iowa,590650,2652,107568,3352
1945,Kansas,476744,922,128994,3222
1945,Kentucky,352522,3143,86065,2072
1945,Louisiana,324338,3616,80581,3370
1945,Maine,156410,1094,52228,981
1945,Maryland,387021,2513,72738,3336
1945,Massachusetts,746083,5503,116524,2308
1945,Michigan,1307938,5215,161847,6573
1945,Minnesota,633922,2841,119939,3435
1945,Mississippi,189370,3874,74899,1220
1945,Missouri,698744,4416,157203,3446
1945,Montana,109485,557,50591,405
1945,Nebraska,331585,677,77155,2279
1945,Nevada,36715,205,10549,251
1945,New Hampshire,96617,658,33299,749
1945,New Jersey,869809,5847,155839,6598
1945,New Mexico,87813,1532,31498,684
1945,New York,2025887,11807,322587,12082
1945,North Carolina,505297,8461,106119,4035
1945,North Dakota,131895,201,50345,280
1945,Ohio,1707000,9903,209717,14484
1945,Oklahoma,394053,4459,113523,2776
1945,Oregon,332648,2038,86701,2696
1945,Pennsylvania,1681924,8172,293078,13036
1945,Rhode Island,156191,841,22780,1323
1945,South Carolina,278855,3082,58918,2194
1945,South Dakota,141567,429,38970,436
1945,Tennessee,378121,4174,84382,2724
1945,Texas,1278374,7258,318918,10786
1945,Utah,127683,508,28797,603
1945,Vermont,78751,438,11547,481
1945,Virginia,459325,4346,92692,5414
1945,Washington,512837,3593,109987,3608
1945,West Virginia,223158,2628,63725,1594
1945,Wisconsin,676593,2547,151171,4208
1945,Wyoming,62278,548,21692,360
1946,Alabama,324459,5071,107898,4723
1946,Alaska,0,0,0,0
1946,Arizona,125349,962,37843,1592
1946,Arkansas,224160,3163,96274,1986
1946,California,2675515,7127,458500,38121
1946,Colorado,303717,1592,88695,3418
1946,Connecticut,472293,2517,80351,4339
1946,Delaware,62010,430,11427,587
1946,District of Columbia,111996,2159,16644,1064
1946,Florida,479383,3489,122739,8816
1946,Georgia,451626,4782,126592,4656
1946,Hawaii,0,0,0,0
1946,Idaho,124678,470,47760,1090
1946,Illinois,1614804,3931,250947,16016
1946,Indiana,896644,7117,171496,17551
1946,Iowa,624759,3027,121402,5660
1946,Kansas,503819,1119,146770,5787
1946,Kentucky,387306,3199,105228,3501
1946,Louisiana,329649,3563,94385,4971
1946,Maine,172522,1025,59213,1705
1946,Maryland,439870,2983,86872,5457
1946,Massachusetts,837248,5815,136355,4579
1946,Michigan,1405421,5280,191691,13029
1946,Minnesota,676132,3017,136461,6002
1946,Mississippi,219970,5590,98349,2216
1946,Missouri,778421,4201,188317,6487
1946,Montana,121077,659,57400,712
1946,Nebraska,351574,914,88299,3966
1946,Nevada,39593,217,12020,328
1946,New Hampshire,110097,621,33876,1229
1946,New Jersey,952658,5965,179070,10099
1946,New Mexico,97784,1880,36618,950
1946,New York,2278517,13298,381930,19860
1946,North Carolina,555905,8361,131198,6454
1946,North Dakota,139421,331,55095,575
1946,Ohio,1849472,10548,250825,24634
1946,Oklahoma,431354,4452,132235,4390
1946,Oregon,362352,2411,103820,3697
1946,Pennsylvania,1853923,9508,345174,19947
1946,Rhode Island,168058,873,26636,1734
1946,South Carolina,316748,4737,78155,4359
1946,South Dakota,151121,420,44085,1013
1946,Tennessee,423314,4228,106253,5304
1946,Texas,1428734,8050,382265,17390
1946,Utah,140296,613,33372,905
1946,Vermont,88290,462,13657,717
1946,Virginia,511644,4408,120447,8223
1946,Washington,529501,3076,125249,4555
1946,West Virginia,259939,2576,66982,2889
1946,Wisconsin,746574,2734,169739,6274
1946,Wyoming,67331,614,25780,516
1947,Alabama,360958,5165,125956,8474
1947,Alaska,0,0,0,0
1947,Arizona,144496,1227,45196,2763
1947,Arkansas,241820,2362,113552,3143
1947,California,3008353,8229,510546,55139
1947,Colorado,328408,1753,99433,4270
1947,Connecticut,507727,2656,85386,4213
1947,Delaware,67261,479,12950,701
1947,District of Columbia,139994,2373,17359,867
1947,Florida,555448,4029,144222,13241
1947,Georgia,501401,5088,151817,7490
1947,Hawaii,0,0,0,0
1947,Idaho,140877,505,54007,2702
1947,Illinois,1753065,4368,288400,22503
1947,Indiana,952888,9382,198122,20958
1947,Iowa,679306,3231,142824,9015
1947,Kansas,535826,1207,167919,7755
1947,Kentucky,429679,3369,123524,5492
1947,Louisiana,358287,3729,108299,6038
1947,Maine,181392,690,61871,2790
1947,Maryland,447137,3897,93476,6774
1947,Massachusetts,892065,5841,149413,5869
1947,Michigan,1602489,5768,216701,19475
1947,Minnesota,725999,3609,154257,9270
1947,Mississippi,239995,6208,112899,2273
1947,Missouri,830849,5370,210470,8375
1947,Montana,132615,743,65123,1171
1947,Nebraska,371159,1073,99691,5031
1947,Nevada,45057,244,13442,1498
1947,New Hampshire,115263,625,37406,1710
1947,New Jersey,1033089,6021,194836,10494
1947,New Mexico,113968,1619,42801,1625
1947,New York,2491909,14835,416664,21632
1947,North Carolina,617589,8471,155442,11739
1947,North Dakota,152725,369,62097,1142
1947,Ohio,1970554,11287,281999,31238
1947,Oklahoma,467609,5146,147817,6117
1947,Oregon,407805,2604,121466,6023
1947,Pennsylvania,1994155,9917,388809,25888
1947,Rhode Island,179012,884,29565,1793
1947,South Carolina,357424,4537,95006,7435
1947,South Dakota,168599,375,52771,2019
1947,Tennessee,478160,3659,127759,7992
1947,Texas,1592484,8742,451153,24411
1947,Utah,149548,921,38079,1468
1947,Vermont,92859,465,15009,889
1947,Virginia,569902,4494,137057,13168
1947,Washington,580993,3031,143100,7384
1947,West Virginia,272302,2648,79678,3793
1947,Wisconsin,794889,3500,191737,8703
1947,Wyoming,73964,712,27582,788
1948,Alabama,393411,5623,142959,8720
1948,Alaska,0,0,0,0
1948,Arizona,163281,1306,52115,3600
1948,Arkansas,257227,2641,129542,3318
1948,California,3211135,7618,580060,62898
1948,Colorado,356281,1930,111334,4952
1948,Connecticut,539617,2830,89606,4315
1948,Delaware,73181,521,14614,768
1948,District of Columbia,148418,2101,20669,1009
1948,Florida,618980,4634,158821,15843
1948,Georgia,542480,5052,168755,9455
1948,Hawaii,0,0,0,0
1948,Idaho,157780,703,63500,3236
1948,Illinois,1905040,3803,314110,30363
1948,Indiana,1014755,8657,215617,24756
1948,Iowa,736046,3451,158258,11244
1948,Kansas,572607,1294,184248,9430
1948,Kentucky,470299,3806,142295,7941
1948,Louisiana,392873,3919,121809,7025
1948,Maine,187898,845,63127,2982
1948,Maryland,471758,4344,97903,7815
1948,Massachusetts,946498,5765,159096,6884
1948,Michigan,1747275,7206,251468,16977
1948,Minnesota,799993,3917,173564,12007
1948,Mississippi,264037,4129,129557,2890
1948,Missouri,878636,5539,228054,8479
1948,Montana,147136,991,73095,1372
1948,Nebraska,395949,1153,112564,5641
1948,Nevada,47925,347,14951,570
1948,New Hampshire,120330,591,39566,2255
1948,New Jersey,1117343,5993,208580,10925
1948,New Mexico,127612,1855,48791,2276
1948,New York,2733613,16568,444891,27207
1948,North Carolina,662209,9009,177139,15123
1948,North Dakota,163394,338,72011,1276
1948,Ohio,2102298,11855,309111,27867
1948,Oklahoma,510215,5180,168070,7477
1948,Oregon,451451,2667,120213,7122
1948,Pennsylvania,2140439,9917,420436,31407
1948,Rhode Island,191264,771,32209,2082
1948,South Carolina,382207,3995,98377,8512
1948,South Dakota,186693,448,62518,2329
1948,Tennessee,521438,4199,146885,9625
1948,Texas,1780848,11829,508961,29791
1948,Utah,165481,1061,42366,1844
1948,Vermont,95667,447,15489,1108
1948,Virginia,614876,4728,149406,12448
1948,Washington,629073,3765,158388,7653
1948,West Virginia,304107,2894,99146,5958
1948,Wisconsin,830961,3502,207572,11536
1948,Wyoming,83215,989,31739,1109
1949,Alabama,440142,5781,150923,8020
1949,Alaska,0,0,0,0
1949,Arizona,182660,1343,56356,3614
1949,Arkansas,284434,3772,145189,2953
1949,California,3544515,7761,607833,59842
1949,Colorado,387517,2021,120684,4816
1949,Connecticut,569676,2842,90687,4034
1949,Delaware,81224,534,14739,769
1949,District of Columbia,158851,2130,20785,1005
1949,Florida,694435,4140,168935,16360
1949,Georgia,605978,5188,181225,9120
1949,Hawaii,0,0,0,0
1949,Idaho,174936,627,68186,3003
1949,Illinois,2077286,8352,328716,28619
1949,Indiana,1101697,8748,229469,22899
1949,Iowa,809365,3897,175662,11817
1949,Kansas,619163,1379,195279,8858
1949,Kentucky,528139,4025,160206,8374
1949,Louisiana,468687,3640,135869,7020
1949,Maine,190923,1294,60818,2697
1949,Maryland,513228,4253,98736,6989
1949,Massachusetts,1010840,5866,160213,6228
1949,Michigan,1915302,8392,280949,15562
1949,Minnesota,874587,4215,188190,12378
